GenderSelect,Country,Age,EmploymentStatus,StudentStatus,LearningDataScience,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,MLToolNextYearSelect,MLMethodNextYearSelect,LanguageRecommendationSelect,PublicDatasetsSelect,LearningPlatformSelect,LearningPlatformUsefulnessArxiv,LearningPlatformUsefulnessBlogs,LearningPlatformUsefulnessCollege,LearningPlatformUsefulnessCompany,LearningPlatformUsefulnessConferences,LearningPlatformUsefulnessFriends,LearningPlatformUsefulnessKaggle,LearningPlatformUsefulnessNewsletters,LearningPlatformUsefulnessCommunities,LearningPlatformUsefulnessDocumentation,LearningPlatformUsefulnessCourses,LearningPlatformUsefulnessProjects,LearningPlatformUsefulnessPodcasts,LearningPlatformUsefulnessSO,LearningPlatformUsefulnessTextbook,LearningPlatformUsefulnessTradeBook,LearningPlatformUsefulnessTutoring,LearningPlatformUsefulnessYouTube,BlogsPodcastsNewslettersSelect,LearningDataScienceTime,JobSkillImportanceBigData,JobSkillImportanceDegree,JobSkillImportanceStats,JobSkillImportanceEnterpriseTools,JobSkillImportancePython,JobSkillImportanceR,JobSkillImportanceSQL,JobSkillImportanceKaggleRanking,JobSkillImportanceMOOC,JobSkillImportanceVisualizations,JobSkillImportanceOtherSelect1,JobSkillImportanceOtherSelect2,JobSkillImportanceOtherSelect3,CoursePlatformSelect,HardwarePersonalProjectsSelect,TimeSpentStudying,ProveKnowledgeSelect,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,PastJobTitlesSelect,FirstTrainingSelect,LearningCategorySelftTaught,LearningCategoryOnlineCourses,LearningCategoryWork,LearningCategoryUniversity,LearningCategoryKaggle,LearningCategoryOther,MLSkillsSelect,MLTechniquesSelect,ParentsEducation,EmployerIndustry,EmployerSize,EmployerSizeChange,EmployerMLTime,EmployerSearchMethod,UniversityImportance,JobFunctionSelect,WorkHardwareSelect,WorkDataTypeSelect,WorkProductionFrequency,WorkDatasetSize,WorkAlgorithmsSelect,WorkToolsSelect,WorkToolsFrequencyAmazonML,WorkToolsFrequencyAWS,WorkToolsFrequencyAngoss,WorkToolsFrequencyC,WorkToolsFrequencyCloudera,WorkToolsFrequencyDataRobot,WorkToolsFrequencyFlume,WorkToolsFrequencyGCP,WorkToolsFrequencyHadoop,WorkToolsFrequencyIBMCognos,WorkToolsFrequencyIBMSPSSModeler,WorkToolsFrequencyIBMSPSSStatistics,WorkToolsFrequencyIBMWatson,WorkToolsFrequencyImpala,WorkToolsFrequencyJava,WorkToolsFrequencyJulia,WorkToolsFrequencyJupyter,WorkToolsFrequencyKNIMECommercial,WorkToolsFrequencyKNIMEFree,WorkToolsFrequencyMathematica,WorkToolsFrequencyMATLAB,WorkToolsFrequencyAzure,WorkToolsFrequencyExcel,WorkToolsFrequencyMicrosoftRServer,WorkToolsFrequencyMicrosoftSQL,WorkToolsFrequencyMinitab,WorkToolsFrequencyNoSQL,WorkToolsFrequencyOracle,WorkToolsFrequencyOrange,WorkToolsFrequencyPerl,WorkToolsFrequencyPython,WorkToolsFrequencyQlik,WorkToolsFrequencyR,WorkToolsFrequencyRapidMinerCommercial,WorkToolsFrequencyRapidMinerFree,WorkToolsFrequencySalfrod,WorkToolsFrequencySAPBusinessObjects,WorkToolsFrequencySASBase,WorkToolsFrequencySASEnterprise,WorkToolsFrequencySASJMP,WorkToolsFrequencySpark,WorkToolsFrequencySQL,WorkToolsFrequencyStan,WorkToolsFrequencyStatistica,WorkToolsFrequencyTableau,WorkToolsFrequencyTensorFlow,WorkToolsFrequencyTIBCO,WorkToolsFrequencyUnix,WorkToolsFrequencySelect1,WorkToolsFrequencySelect2,WorkFrequencySelect3,WorkMethodsSelect,WorkMethodsFrequencyA/B,WorkMethodsFrequencyAssociationRules,WorkMethodsFrequencyBayesian,WorkMethodsFrequencyCNNs,WorkMethodsFrequencyCollaborativeFiltering,WorkMethodsFrequencyCross-Validation,WorkMethodsFrequencyDataVisualization,WorkMethodsFrequencyDecisionTrees,WorkMethodsFrequencyEnsembleMethods,WorkMethodsFrequencyEvolutionaryApproaches,WorkMethodsFrequencyGANs,WorkMethodsFrequencyGBM,WorkMethodsFrequencyHMMs,WorkMethodsFrequencyKNN,WorkMethodsFrequencyLiftAnalysis,WorkMethodsFrequencyLogisticRegression,WorkMethodsFrequencyMLN,WorkMethodsFrequencyNaiveBayes,WorkMethodsFrequencyNLP,WorkMethodsFrequencyNeuralNetworks,WorkMethodsFrequencyPCA,WorkMethodsFrequencyPrescriptiveModeling,WorkMethodsFrequencyRandomForests,WorkMethodsFrequencyRecommenderSystems,WorkMethodsFrequencyRNNs,WorkMethodsFrequencySegmentation,WorkMethodsFrequencySimulation,WorkMethodsFrequencySVMs,WorkMethodsFrequencyTextAnalysis,WorkMethodsFrequencyTimeSeriesAnalysis,WorkMethodsFrequencySelect1,WorkMethodsFrequencySelect2,WorkMethodsFrequencySelect3,TimeGatheringData,TimeModelBuilding,TimeProduction,TimeVisualizing,TimeFindingInsights,TimeOtherSelect,AlgorithmUnderstandingLevel,WorkChallengesSelect,WorkChallengeFrequencyPolitics,WorkChallengeFrequencyUnusedResults,WorkChallengeFrequencyUnusefulInstrumenting,WorkChallengeFrequencyDeployment,WorkChallengeFrequencyDirtyData,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyPass,WorkChallengeFrequencyIntegration,WorkChallengeFrequencyTalent,WorkChallengeFrequencyDataFunds,WorkChallengeFrequencyDomainExpertise,WorkChallengeFrequencyML,WorkChallengeFrequencyTools,WorkChallengeFrequencyExpectations,WorkChallengeFrequencyITCoordination,WorkChallengeFrequencyHiringFunds,WorkChallengeFrequencyPrivacy,WorkChallengeFrequencyScaling,WorkChallengeFrequencyEnvironments,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,WorkChallengeFrequencyOtherSelect,WorkDataVisualizations,WorkInternalVsExternalTools,WorkMLTeamSeatSelect,WorkDatasets,WorkDatasetsChallenge,WorkDataStorage,WorkDataSharing,WorkDataSourcing,WorkCodeSharing,RemoteWork,CompensationAmount,CompensationCurrency,SalaryChange,JobSatisfaction,JobSearchResource,JobHuntTime,JobFactorLearning,JobFactorSalary,JobFactorOffice,JobFactorLanguages,JobFactorCommute,JobFactorManagement,JobFactorExperienceLevel,JobFactorDepartment,JobFactorTitle,JobFactorCompanyFunding,JobFactorImpact,JobFactorRemote,JobFactorIndustry,JobFactorLeaderReputation,JobFactorDiversity,JobFactorPublishingOpportunity
Female,Russia,20,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,Python,Neural Nets,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Online courses",,,,,,,Very useful,,,,Very useful,,,,,,,,,< 1 year,Nice to have,Nice to have,Nice to have,Unnecessary,Necessary,Unnecessary,Unnecessary,Nice to have,Unnecessary,Nice to have,,,,Coursera,Laptop or Workstation and local IT supported servers,11 - 39 hours,Kaggle Competitions,No,Bachelor's degree,Computer Science,,I haven't started working yet,"Online courses (coursera, udemy, edx, etc.)",NA,NA,NA,NA,NA,NA,"Computer Vision,Outlier detection (e.g. Fraud detection)","Gradient Boosting,Logistic Regression",A bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,0,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important
Male,India,27,Employed full-time,,,Yes,,Data Scientist,Fine,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",Other,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub","Kaggle,Non-Kaggle online communities,Personal Projects,YouTube Videos",,,,,,,Somewhat useful,,Very useful,,,Very useful,,,,,,Somewhat useful,"Data Elixir Newsletter,DataTau News Aggregator,Emergent/Future Newsletter (Algorithmia)",,,,,,,,,,,,,,,,,,,,Bachelor's degree,Electrical Engineering,3 to 5 years,"Engineer,Machine Learning Engineer,Programmer,Software Developer/Software Engineer",University courses,10,0,30,40,0,20,"Computer Vision,Natural Language Processing,Recommendation Engines,Reinforcement learning,Speech Recognition,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Ensemble Methods,Hidden Markov Models HMMs,Markov Logic Networks,Neural Networks - CNNs",,Mix of fields,100 to 499 employees,Increased significantly,3-5 years,I was contacted directly by someone at the company (e.g. internal recruiter),Not very important,Analyze and understand data to influence product or business decisions,Laptop or Workstation and private datacenters,"Text data,Relational data",Most of the time,1GB,"Bayesian Techniques,CNNs,HMMs,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs","Python,Spark / MLlib,Tableau,TensorFlow,Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,Sometimes,,,,Rarely,Most of the time,,,Often,,,"Bayesian Techniques,Collaborative Filtering,Data Visualization,HMMs,kNN and Other Clustering,Markov Logic Networks,Naive Bayes,Natural Language Processing,Neural Networks,PCA and Dimensionality Reduction,Recommender Systems,Text Analytics",,,Often,,Most of the time,,Most of the time,,,,,,Often,Most of the time,,,Often,Most of the time,Most of the time,Often,Most of the time,,,Most of the time,,,,,Often,,,,,30,20,10,10,30,0,Enough to explain the algorithm to someone non-technical,"Explaining data science to others,Lack of data science talent in the organization,Privacy issues",,,,,,Often,,,Sometimes,,,,,,,,Sometimes,,,,,,26-50% of projects,Entirely internal,Standalone Team,data.gov; Open Data,Data Clean Up,"Document-oriented (e.g. MongoDB/Elasticsearch),Graph (e.g. GraphBase/Neo4j),Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift)",Company Developed Platform,,Bitbucket,Rarely,"95,000",INR,Has increased 20% or more,7,,,,,,,,,,,,,,,,,,
Male,Brazil,26,Employed full-time,,,No,Yes,Engineer,Fine,Employed by college or university,DataRobot,Deep learning,R,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,Government website,University/Non-profit research group websites","College/University,Conferences,Kaggle,Online courses,YouTube Videos",,,Somewhat useful,,Somewhat useful,,Somewhat useful,,,,Very useful,,,,,,,Somewhat useful,"Becoming a Data Scientist Podcast,R Bloggers Blog Aggregator,Statistical Modeling, Causal Inference, and Social Science Blog (Andrew Gelman)",1-2 years,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,Necessary,Nice to have,Unnecessary,Unnecessary,Necessary,,,,"Coursera,DataCamp,edX","Basic laptop (Macbook),Traditional Workstation",2 - 10 hours,Master's degree,No,Doctoral degree,Mathematics or statistics,1 to 2 years,"Engineer,Predictive Modeler,Researcher",University courses,30,30,10,30,0,NA,Unsupervised Learning,"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Evolutionary Approaches,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)","Some college/university study, no bachelor's degree",Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,0,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
Male,Netherlands,54,Employed full-time,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Taiwan,26,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,TensorFlow,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Government website,I collect my own data (e.g. web-scraping)","Blogs,Conferences,Kaggle,Online courses,Trade book",,Very useful,,,Very useful,,Very useful,,,,Very useful,,,,,Very useful,,,No Free Hunch Blog,,,,,,,,,,,,,,,,,,,No,Master's degree,Computer Science,1 to 2 years,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",50,50,0,0,0,0,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression",A bachelor's degree,Financial,Fewer than 10 employees,Stayed the same,1-2 years,"A friend, family member, or former colleague told me",Important,Build and/or run a machine learning service that operationally improves your product or workflows,"Laptop + Cloud service (AWS, Azure, GCE ...)","Text data,Relational data",Sometimes,100MB,"Ensemble Methods,Gradient Boosted Machines","Jupyter notebooks,MATLAB/Octave,Python,SAS Base,SQL",,,,,,,,,,,,,,,,,Sometimes,,,,Sometimes,,,,,,,,,,Most of the time,,,,,,,Sometimes,,,,Most of the time,,,,,,,,,,"Cross-Validation,Data Visualization,Decision Trees,Ensemble Methods,Gradient Boosted Machines,kNN and Other Clustering,Random Forests",,,,,,Often,Often,Often,Often,,,Often,,Sometimes,,,,,,,,,Sometimes,,,,,,,,,,,35,20,25,10,10,0,Enough to tune the parameters properly,"Company politics / Lack of management/financial support for a data science team,Explaining data science to others,Lack of data science talent in the organization,Lack of funds to buy useful datasets from external sources,Limitations in the state of the art in machine learning,Organization is small and cannot afford a data science team,Team using multiple ad-hoc development environments such as Python/R/Java/etc.",Often,,,,,Often,,,Often,Often,,Often,,,,Often,,,Often,,,,26-50% of projects,Do not know,IT Department,,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Email,Share Drive/SharePoint",,Git,Sometimes,1100000,TWD,Has stayed about the same (has not increased or decreased more than 5%),5,,,,,,,,,,,,,,,,,,
Male,United States,58,"Independent contractor, freelancer, or self-employed",,,Yes,,DBA/Database Engineer,Poorly,Employed by professional services/consulting firm,Python,Rule Induction,R,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),I collect my own data (e.g. web-scraping)","Kaggle,Personal Projects,Podcasts,Stack Overflow Q&A,Trade book",,,,,,,Very useful,,,,,Somewhat useful,Somewhat useful,Very useful,,Very useful,,,"Data Stories Podcast,Emergent/Future Newsletter (Algorithmia),The Data Skeptic Podcast",,,,,,,,,,,,,,,,,,,Yes,Master's degree,Mathematics or statistics,More than 10 years,"Data Analyst,DBA/Database Engineer,Programmer,Researcher,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",50,20,10,10,10,0,"Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression",A doctoral degree,Technology,,,,,Very important,Analyze and understand data to influence product or business decisions,"Gaming Laptop (Laptop + CUDA capable GPU),GPU accelerated Workstation,Laptop or Workstation and local IT supported servers","Text data,Relational data",Sometimes,100GB,"Bayesian Techniques,Regression/Logistic Regression","C/C++,IBM Cognos,MATLAB/Octave,Microsoft Excel Data Mining,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,Perl,Python,R,SQL,Unix shell / awk",,,,Rarely,,,,,,Rarely,,,,,,,,,,,Sometimes,,Often,Often,Often,,,,,Rarely,Rarely,,Most of the time,,,,,,,,,Most of the time,,,,,,Sometimes,,,,"A/B Testing,Bayesian Techniques,Decision Trees,Naive Bayes,Random Forests",Often,,Often,,,,,Often,,,,,,,,,,Often,,,,,Often,,,,,,,,,,,40,20,20,10,10,0,Enough to refine and innovate on the algorithm,"Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Dirty data,The lack of a clear question to be answering or a clear direction to go in with the available data,Unavailability of/difficult access to data",Rarely,Sometimes,,,Often,,,,,,,,,,,,,,,Often,Sometimes,,26-50% of projects,Do not know,Standalone Team,,,"Document-oriented (e.g. MongoDB/Elasticsearch),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Company Developed Platform,Share Drive/SharePoint",,"Git,Subversion",Most of the time,"120,000",,Has decreased between 6% and 19%,5,,,,,,,,,,,,,,,,,,
Male,Italy,58,Employed full-time,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United Kingdom,24,Employed full-time,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,26,"Not employed, but looking for work",,,,,,,,TensorFlow,Regression,Python,GitHub,Textbook,,,,,,,,,,,,,,,Somewhat useful,,,,"Data Stories Podcast,R Bloggers Blog Aggregator,The Analytics Dispatch Newsletter",< 1 year,Necessary,Unnecessary,Necessary,Nice to have,Necessary,Necessary,Necessary,Nice to have,Unnecessary,Nice to have,,,,,Basic laptop (Macbook),0 - 1 hour,Online Courses and Certifications,Sort of (Explain more),Bachelor's degree,Other,Less than a year,I haven't started working yet,"Online courses (coursera, udemy, edx, etc.)",50,50,0,0,0,0,Supervised Machine Learning (Tabular Data),Logistic Regression,A bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important
Male,Brazil,39,"Not employed, but looking for work",,,,,,,,Python,,Python,University/Non-profit research group websites,"College/University,Textbook,Tutoring/mentoring,YouTube Videos",,,Very useful,,,,,,,,,,,,Somewhat useful,,Very useful,Somewhat useful,,3-5 years,Nice to have,Necessary,Necessary,Unnecessary,Nice to have,Nice to have,Nice to have,Unnecessary,Unnecessary,Nice to have,,,,,"Gaming Laptop (Laptop + CUDA capable GPU),Traditional Workstation",,PhD,Sort of (Explain more),Master's degree,Electrical Engineering,3 to 5 years,Engineer,Self-taught,50,40,0,10,0,0,Unsupervised Learning,,Primary/elementary school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asking friends, family members, or former colleagues for leads",1-2,Somewhat important,Not important,Very Important,Somewhat important,Very Important,Very Important,Not important,,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Not important,Not important,Not important
Male,United States,49,"Independent contractor, freelancer, or self-employed",,,No,Yes,Scientist/Researcher,Fine,Self-employed,Amazon Machine Learning,Proprietary Algorithms,Java,Google Search,"Online courses,Podcasts",,,,,,,,,,,Somewhat useful,,Very useful,,,,,,"Becoming a Data Scientist Podcast,Data Stories Podcast,Other (Separate different answers with semicolon)",15+ years,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Other,Basic laptop (Macbook),2 - 10 hours,Master's degree,Yes,Master's degree,Biology,More than 10 years,Computer Scientist,Self-taught,20,0,0,80,0,0,Reinforcement learning,Bayesian Techniques,A bachelor's degree,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asking friends, family members, or former colleagues for leads",1-2,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
Male,United States,25,Employed part-time,,,Yes,,Researcher,Fine,Employed by college or university,Amazon Machine Learning,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Arxiv,College/University,Kaggle,Stack Overflow Q&A,Textbook,Tutoring/mentoring",Somewhat useful,,Very useful,,,,Very useful,,,,,,,Very useful,Somewhat useful,,Very useful,,,,,,,,,,,,,,,,,,,,,Yes,Bachelor's degree,Physics,3 to 5 years,,University courses,30,20,0,50,0,0,"Adversarial Learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Support Vector Machines (SVMs)",A master's degree,Academic,I don't know,Increased significantly,Don't know,Some other way,Important,Research that advances the state of the art of machine learning,"Basic laptop (Macbook),GPU accelerated Workstation","Image data,Text data",Never,1GB,"CNNs,Neural Networks","C/C++,Jupyter notebooks,Python,TensorFlow",,,,Often,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,,Often,,,,,,"CNNs,Data Visualization,Neural Networks,PCA and Dimensionality Reduction",,,,Most of the time,,,Most of the time,,,,,,,,,,,,,Most of the time,Often,,,,,,,,,,,,,0,80,0,20,0,0,Enough to refine and innovate on the algorithm,"Explaining data science to others,Other",,,,,,Often,,,,,,,,,,,,,,,,Most of the time,76-99% of projects,More internal than external,Standalone Team,Mostly work with generated idealized data sets for testing algorithms,Generating good data sets that aren't tailored to a particular problem,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)",I don't typically share data,,Git,Sometimes,20000,USD,Has stayed about the same (has not increased or decreased more than 5%),6,,,,,,,,,,,,,,,,,,
Male,United States,33,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by professional services/consulting firm,R,Deep learning,Matlab,I collect my own data (e.g. web-scraping),"Arxiv,Blogs,Conferences,Friends network,Tutoring/mentoring",Somewhat useful,Not Useful,,,Not Useful,Somewhat useful,,,,,,,,,,,Very useful,,,,,,,,,,,,,,,,,,,,,No,Doctoral degree,Electrical Engineering,Less than a year,"Engineer,Researcher",Kaggle competitions,10,30,0,10,50,0,"Computer Vision,Machine Translation","Decision Trees - Random Forests,Gradient Boosting,Neural Networks - RNNs,Support Vector Machines (SVMs)",A bachelor's degree,Telecommunications,Fewer than 10 employees,Increased slightly,Don't know,"A friend, family member, or former colleague told me",Somewhat important,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Laptop or Workstation and private datacenters,Other,Never,100GB,"CNNs,Decision Trees,RNNs","MATLAB/Octave,Python",,,,,,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,Sometimes,,,,,,,,,,,,,,,,,,,,,"Cross-Validation,Data Visualization,Gradient Boosted Machines,Random Forests",,,,,,Sometimes,Sometimes,,,,,Sometimes,,,,,,,,,,,Sometimes,,,,,,,,,,,0,0,0,0,0,0,Enough to tune the parameters properly,Dirty data,,,,,Sometimes,,,,,,,,,,,,,,,,,,Less than 10% of projects,Entirely internal,Standalone Team,,,"Column-oriented relational (e.g. KDB/MariaDB),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)","Commercial Data Platform,Share Drive/SharePoint",,"Generic cloud file sharing software (Dropbox/Box/etc.),Generic non-cloud file sharing software (Email/Shared Server/etc.)",Sometimes,100000,USD,Has increased 20% or more,7,,,,,,,,,,,,,,,,,,
